Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
22.0,4.9,Sunny,Low,2,Meal,scooter,0.0,No,,17,20002.514159447626
31.0,4.7,Sunny,Jam,2,Snack,motorcycle,1.0,No,Urban,23,20002.5082411146
33.0,5.0,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.519689258963
34.0,4.6,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520245747077
33.0,4.8,Sunny,Low,2,Drinks,motorcycle,0.0,No,Urban,10,20002.519667286317
39.0,4.6,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,19,20002.513819144817
30.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.519691510122
20.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,18,20002.518723497586
26.0,4.9,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Urban,11,20002.518679857174
29.0,4.9,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.505744145044
32.0,4.6,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,20002.490211874217
23.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.505851816117
38.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,26,20002.52023635173
28.0,4.7,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,25,20002.509286750603
,,Windy,High,1,Snack,scooter,0.0,No,Metropolitian,10,20002.517731544038
26.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,,No,Urban,22,20002.518793628195
38.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.48938372111
28.0,5.0,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.519729125408
26.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,20002.519663780993
37.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Semi-Urban,47,20002.508570865706
36.0,4.2,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,37,20002.498717092156
23.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.518758131748
22.0,3.1,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,34,20002.509287444944
36.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.51566522955
29.0,4.5,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,21,20002.51396675219
27.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.518793838834
22.0,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.505112025086
37.0,4.2,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Urban,36,20002.515958435415
26.0,4.9,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.513847926068
30.0,4.8,Stormy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,26,20002.51763107104
23.0,4.8,Cloudy,Low,0,Snack,motorcycle,0.0,No,,22,20002.51875833017
34.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Semi-Urban,51,20002.50632736721
36.0,4.6,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.518858543306
27.0,4.7,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,15,20002.51871977676
37.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.514139282157
27.0,4.8,Windy,Jam,0,Snack,motorcycle,0.0,No,Urban,16,20002.515698587093
20.0,4.7,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,19,20002.519691145728
30.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.52023499439
32.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,40,20002.490110951214
26.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.498721760985
38.0,4.1,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,42,20002.50894197849
38.0,4.5,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Urban,39,20002.490023128954
35.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,20002.51968453452
29.0,4.8,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Urban,16,20002.519649606602
21.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51876829872
34.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.509274888576
37.0,4.8,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.508241072992
23.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,15,20002.48764792747
34.0,5.0,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.515576659665
,,,,3,Meal,electric_scooter,0.0,No,Urban,28,5044.457135432315
34.0,4.9,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.51872368336
23.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.489798062667
27.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.51593402761
38.0,3.6,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,37,20002.496957495794
38.0,4.6,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.517461727624
39.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,52,20002.508327589785
23.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,29,20002.520240187238
22.0,4.9,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.518853456124
36.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.519688984314
33.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,12,20002.51589297496
39.0,4.8,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.519649606602
28.0,5.0,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.517479349466
24.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.49872106186
26.0,4.8,Fog,High,1,Drinks,scooter,1.0,No,Urban,22,20002.51970556184
29.0,5.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,21,20002.517479308914
25.0,4.0,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.517490714075
37.0,4.7,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,20002.50542332226
21.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Urban,12,20002.51878089167
32.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.513757544948
26.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,15,20002.489128955003
39.0,4.6,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,25,20002.51732220814
38.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.51163292068
27.0,4.6,Cloudy,Medium,2,Buffet,scooter,1.0,No,Urban,14,20002.518817364566
34.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.518679857174
29.0,4.9,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,10,20002.518711729386
37.0,4.9,Fog,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,39,20002.518724298203
29.0,4.8,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,15,20002.50898006481
37.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.51740160843
21.0,5.0,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,15,20002.520241239534
21.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.513618891924
37.0,3.9,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,37,20002.49102028604
30.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,20,20002.505513296208
23.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,43,20002.51163513724
34.0,4.9,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,16,20002.52024575722
39.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.513603016178
22.0,4.5,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.519688839897
32.0,4.5,Stormy,Jam,1,Drinks,scooter,2.0,No,Urban,41,20002.508327409643
34.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.51375755161
,,Cloudy,Medium,2,Buffet,scooter,1.0,No,Urban,18,20002.515926825643
21.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.49739084228
30.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.49011242516
37.0,3.3,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,34,20002.51109616381
36.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,18,20002.520235004224
33.0,4.9,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.519649606602
25.0,4.7,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,11,20002.517488729638
28.0,4.8,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,20002.508012619965
34.0,4.4,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,36,20002.518816940006
28.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.517554161986
,,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.509282139337
23.0,4.7,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.511473032366
34.0,4.5,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,22,20002.520235004304
24.0,4.9,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,38,20002.50511894816
28.0,4.5,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,20002.513898921814
32.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,37,20002.517378842178
37.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,51,20002.51140671429
24.0,4.5,Fog,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,49,20002.50824023682
39.0,4.3,Cloudy,Low,1,Drinks,scooter,1.0,Yes,Metropolitian,39,20002.50899148293
26.0,4.8,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,19,20002.5063286684
39.0,4.6,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,26,20002.52023499439
32.0,4.8,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.48764792747
38.0,5.0,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.505513069522
33.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.508296578184
33.0,4.0,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,33,20002.5175646509
33.0,4.7,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.515576659665
27.0,5.0,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,35,20002.488830416136
24.0,4.8,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,24,20002.48839759492
30.0,4.8,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,28,20002.515687723964
31.0,4.4,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.515836980318
33.0,4.9,Fog,Jam,1,Meal,motorcycle,2.0,No,Urban,49,20002.50928700954
33.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,20002.520244095438
32.0,4.7,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,34,20002.517393110273
27.0,4.6,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,13,20002.515857557013
32.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.51399383822
21.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.498221245583
38.0,4.9,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,27,20002.520241269547
25.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,14,20002.51885875984
35.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.517554525428
,,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,43,20002.51189778454
23.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,18,20002.511248219325
22.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.51589398692
30.0,4.9,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.518817364566
22.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.50511165225
26.0,4.5,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.48764792747
35.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.51740036695
22.0,4.8,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.51583771153
21.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18,20002.517400608664
25.0,4.3,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,36,20002.508646219314
38.0,4.9,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.489419970905
24.0,5.0,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,41,20002.511349695105
36.0,4.7,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,31,20002.520241972143
34.0,4.8,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,22,20002.508681175575
27.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.515649558318
29.0,4.5,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,20002.517546152532
20.0,4.8,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.513847934224
32.0,4.4,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,41,20002.499370464546
31.0,3.4,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,33,20002.5112651391
30.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.519688839897
25.0,4.5,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,20002.513995149322
32.0,4.4,Stormy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,46,20002.51740060744
37.0,4.9,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.5187684413
28.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,15,20002.51972878796
34.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.496957495794
33.0,4.5,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,24,20002.50916289025
36.0,4.6,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,35,20002.519710610017
,,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,15,20002.50899103889
26.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,10,20002.51884128702
22.0,4.8,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,19,20002.51970556299
32.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.52023499132
34.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.519751962507
20.0,4.8,Cloudy,Low,2,Meal,scooter,0.0,No,Urban,21,20002.51116271727
20.0,4.6,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.517546223877
34.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,28,20002.513966646686
31.0,4.0,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,34,20002.513994066187
39.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,21,20002.51396581995
20.0,5.0,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,16,20002.49879158457
38.0,4.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.48632440391
21.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,21,20002.515688043302
24.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.515795294978
25.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,20002.49865607797
36.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,45,20002.509652555433
26.0,4.8,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,22,20002.517718746243
21.0,4.6,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,21,20002.515937008084
27.0,4.7,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,28,20002.515954727343
33.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,47,20002.513443211963
27.0,4.8,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.511096607577
,,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,16,20002.515926860957
,,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,14,19356.36360155815
35.0,4.2,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,35,20002.505075847243
31.0,4.6,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,18,20002.510921865294
23.0,4.8,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.496957495794
21.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.51379632541
,,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.518706100123
36.0,4.8,Cloudy,High,2,Drinks,scooter,0.0,No,Urban,26,20002.52023634706
30.0,4.5,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,30,20002.51740150263
36.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.50589280922
21.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.50928183873
20.0,4.9,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,20002.515576659665
32.0,5.0,Stormy,Jam,1,Buffet,motorcycle,,No,Metropolitian,33,20002.51360337252
20.0,4.6,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.506357211747
37.0,4.4,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,39,20002.490211660162
37.0,4.7,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,28,20002.508991147915
29.0,4.1,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,28,20002.518805795335
23.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Urban,11,20002.517400180426
21.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.50864140871
24.0,4.9,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,20002.518858869953
24.0,4.6,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,20002.519729091586
33.0,4.8,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,20002.511620660844
28.0,4.9,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,26,20002.508824979395
38.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.49849372129
30.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.518719707867
34.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,41,20002.498818972188
33.0,3.6,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,36,20002.49198286704
35.0,4.6,Stormy,High,0,Buffet,motorcycle,2.0,No,Urban,39,20002.519707641943
25.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.497312158466
30.0,3.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.50899103889
36.0,4.5,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,37,20002.48825196938
38.0,4.9,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.50574546343
39.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.519700242323
28.0,4.9,Sandstorms,High,2,Meal,scooter,0.0,No,Urban,10,20002.52024408614
33.0,4.7,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,21,20002.505423915463
28.0,4.5,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,23,20002.515576659665
39.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,47,20002.488405660708
38.0,4.5,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,30,20002.50594202007
33.0,4.6,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Urban,33,20002.517501892682
22.0,5.0,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.497553988705
29.0,5.0,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,17,20002.511608772882
28.0,4.6,Stormy,Low,2,Snack,scooter,1.0,No,Urban,18,20002.508939612107
31.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.51732220814
39.0,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.513759352016
38.0,4.1,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,41,20002.51116043184
27.0,4.5,Cloudy,High,2,Buffet,scooter,0.0,No,,29,20002.517400170003
23.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.508825227633
35.0,4.6,Fog,Jam,0,Buffet,motorcycle,0.0,No,Urban,32,20002.51362082845
34.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,29,20002.519649606602
,,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.48764792747
33.0,4.9,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.488247469922
25.0,4.5,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,20002.515822324473
22.0,4.9,Fog,Jam,2,Meal,motorcycle,1.0,No,Urban,43,20002.51113960035
22.0,4.9,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,34,20002.488247469922
24.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.510921865294
26.0,4.7,Sunny,Low,2,Drinks,motorcycle,,No,Metropolitian,23,20002.520246720676
20.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,20002.506329892203
29.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,26,20002.5055668242
36.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.520236330143
39.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.518793838834
36.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,20002.508944299436
22.0,4.5,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,36,20002.508327555886
21.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.505113877793
36.0,4.9,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.520231456303
26.0,4.0,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,20002.497560688447
38.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,38,20002.511405493675
24.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,,27,20002.515665352097
38.0,4.8,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.486318360192
30.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,,20,20002.515832395875
26.0,4.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.508329833796
29.0,5.0,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,20002.505425511325
35.0,3.6,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,39,20002.50500511935
25.0,3.5,Sunny,Low,2,Drinks,scooter,2.0,Yes,Metropolitian,40,20002.51143662322
29.0,4.3,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.505004216848
35.0,4.9,Fog,High,2,Buffet,scooter,0.0,No,Metropolitian,29,20002.51968445585
30.0,4.3,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.490023128954
29.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.51879384873
23.0,4.5,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,23,20002.513947610292
29.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.49739084228
27.0,4.9,Sandstorms,High,2,Snack,electric_scooter,0.0,No,,24,20002.517400170003
29.0,5.0,Sandstorms,Jam,2,Buffet,electric_scooter,,No,Metropolitian,20,20002.508575267235
31.0,4.9,Sunny,High,2,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.517378939043
26.0,4.6,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,21,20002.513947664876
31.0,4.7,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.520231456303
23.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,16,20002.520231456303
34.0,4.2,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.516074126204
27.0,4.5,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.50632983636
,,,,2,Snack,motorcycle,1.0,No,Urban,25,20002.496957495794
30.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,20002.515926825643
23.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,20002.489325344788
35.0,4.8,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.48764792747
31.0,4.1,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.488251762876
39.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,54,20002.508684954024
22.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,12,20002.515794698465
37.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Urban,25,20002.5196889119
24.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.5139476752
22.0,4.6,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,13,20002.50965227871
22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.48764792747
33.0,4.3,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.508909903303
